,tempi,V_in,V_out
132,1.3213213213213213,-1.0,0.12693661472039935
133,1.3313313313313313,-1.0,0.12411997846033732
134,1.3413413413413413,-1.0,0.12131038202156247
135,1.3513513513513513,-1.0,0.11850780781257415
136,1.3613613613613613,-1.0,0.11571223828609077
137,1.3713713713713713,-1.0,0.11292365593892956
138,1.3813813813813813,-1.0,0.11014204331188628
139,1.3913913913913913,-1.0,0.10736738298961507
140,1.4014014014014013,-1.0,0.10459965760050816
141,1.4114114114114114,-1.0,0.10183884981657557
142,1.4214214214214214,-1.0,0.09908494235332495
143,1.4314314314314314,-1.0,0.09633791796964129
144,1.4414414414414414,-1.0,0.0935977594676667
145,1.4514514514514514,-1.0,0.09086444969268014
146,1.4614614614614614,-1.0,0.08813797153297714
147,1.4714714714714714,-1.0,0.08541830791919651
148,1.4814814814814814,-1.0,0.08270544179996953
149,1.4914914914914914,-1.0,0.07999935617473358
150,1.5015015015015014,-1.0,0.07730003409769796
151,1.5115115115115114,-1.0,0.07460745866523151
152,1.5215215215215214,-1.0,0.07192161301573707
153,1.5315315315315314,-1.0,0.0692424803295259
154,1.5415415415415414,-1.0,0.06657004382869204
155,1.5515515515515514,-1.0,0.06390428677698667
156,1.5615615615615615,-1.0,0.06124519247969264
157,1.5715715715715715,-1.0,0.0585927442834987
158,1.5815815815815815,-1.0,0.05594692557637401
159,1.5915915915915915,-1.0,0.05330771978744256
160,1.6016016016016015,-1.0,0.05067511038685742
161,1.6116116116116117,-1.0,0.048049080885675235
162,1.6216216216216217,-1.0,0.04542961483573081
163,1.6316316316316317,-1.0,0.0428166958295111
164,1.6416416416416417,-1.0,0.04021030750002991
165,1.6516516516516517,-1.0,0.03761043352070222
166,1.6616616616616617,-1.0,0.03501705760521857
167,1.6716716716716717,-1.0,0.03243016350741944
168,1.6816816816816818,-1.0,0.029849735021169676
169,1.6916916916916918,-1.0,0.027275755980232907
170,1.7017017017017018,-1.0,0.024708210258145902
171,1.7117117117117118,-1.0,0.02214708176809297
172,1.7217217217217218,-1.0,0.019592354462780397
173,1.7317317317317318,-1.0,0.017044012334310805
174,1.7417417417417418,-1.0,0.014502039414057555
175,1.7517517517517518,-1.0,0.011966419772539167
176,1.7617617617617618,-1.0,0.0094371375192937
177,1.7717717717717718,-1.0,0.006914176802753155
178,1.7817817817817818,-1.0,0.004397521824009503
179,1.7917917917917918,-1.0,0.0018871568509583221
180,1.8018018018018018,-1.0,-0.0006169338261169371
181,1.8118118118118118,-1.0,-0.0031147658746363063
182,1.8218218218218218,-1.0,-0.005606354918574384
183,1.8318318318318318,-1.0,-0.008091716538220634
184,1.8418418418418419,-1.0,-0.010570866269939683
185,1.8518518518518519,-1.0,-0.013043819607373296
186,1.8618618618618619,-1.0,-0.015510592062355267
187,1.8718718718718719,-1.0,-0.017971199106438615
188,1.8818818818818819,-1.0,-0.02042565615216742
189,1.8918918918918919,-1.0,-0.02287397857696919
190,1.901901901901902,-1.0,-0.025316181723651927
191,1.911911911911912,-1.0,-0.027752280900901212
192,1.921921921921922,-1.0,-0.030182291383777295
193,1.931931931931932,-1.0,-0.03260622840348956
194,1.941941941941942,-1.0,-0.03502410710324203
195,1.951951951951952,-1.0,-0.03743594261296943
196,1.961961961961962,-1.0,-0.039841750046118576
197,1.971971971971972,-1.0,-0.04224154445724323
198,1.981981981981982,-1.0,-0.044635340900664074
199,1.991991991991992,-1.0,-0.04702315460843664
200,2.002002002002002,1.0,-0.04840422962256732
201,2.012012012012012,1.0,-0.045783875503175385
202,2.022022022022022,1.0,-0.043170070628352965
203,2.032032032032032,1.0,-0.040562798629093795
204,2.042042042042042,1.0,-0.03796204317720733
205,2.052052052052052,1.0,-0.0353677879853439
206,2.062062062062062,1.0,-0.03278001680695958
207,2.0720720720720722,1.0,-0.03019871343616952
208,2.0820820820820822,1.0,-0.02762386170764227
209,2.0920920920920922,1.0,-0.025055445496451924
210,2.1021021021021022,1.0,-0.02249344871772732
211,2.1121121121121122,1.0,-0.019937855326879403
212,2.1221221221221223,1.0,-0.017388649319416128
213,2.1321321321321323,1.0,-0.014845814730798296
214,2.1421421421421423,1.0,-0.01230933563632728
215,2.1521521521521523,1.0,-0.00977919615122812
216,2.1621621621621623,1.0,-0.007255380430647784
217,2.1721721721721723,1.0,-0.004737872669132243
218,2.1821821821821823,1.0,-0.002226657100713213
219,2.1921921921921923,1.0,0.000278282001191668
220,2.2022022022022023,1.0,0.0027769603238764432
221,2.2122122122122123,1.0,0.005269393515317246
222,2.2222222222222223,1.0,0.0077555971843930906
223,2.2322322322322323,1.0,0.010235586901011602
224,2.2422422422422423,1.0,0.012709378196171187
225,2.2522522522522523,1.0,0.015176986562060383
226,2.2622622622622623,1.0,0.017638427452143397
227,2.2722722722722724,1.0,0.020093716281214105
228,2.2822822822822824,1.0,0.02254286842556849
229,2.2922922922922924,1.0,0.02498589922308008
230,2.3023023023023024,1.0,0.027422823973293757
231,2.3123123123123124,1.0,0.0298536579375237
232,2.3223223223223224,1.0,0.03227841633891072
233,2.3323323323323324,1.0,0.034697114362540166
234,2.3423423423423424,1.0,0.03710976715555498
235,2.3523523523523524,1.0,0.039516389827254056
236,2.3623623623623624,1.0,0.04191699744917871
237,2.3723723723723724,1.0,0.044311605055067954
238,2.3823823823823824,1.0,0.046700227639611416
239,2.3923923923923924,1.0,0.049082880161011505
240,2.4024024024024024,1.0,0.05145957754050125
241,2.4124124124124124,1.0,0.053830334662026275
242,2.4224224224224224,1.0,0.0561951663723403
243,2.4324324324324325,1.0,0.058554087481100386
244,2.4424424424424425,1.0,0.06090711276096197
245,2.4524524524524525,1.0,0.06325425694767363
246,2.4624624624624625,1.0,0.06559553474017153
247,2.4724724724724725,1.0,0.0679309608006738
248,2.4824824824824825,1.0,0.07026054975477446
249,2.4924924924924925,1.0,0.07258431619153718
250,2.5025025025025025,1.0,0.0749022746635889
251,2.5125125125125125,1.0,0.07721443968721298
252,2.5225225225225225,1.0,0.07952082574244232
253,2.5325325325325325,1.0,0.08182144727315206
254,2.5425425425425425,1.0,0.08411631868715216
255,2.5525525525525525,1.0,0.08640545435627964
256,2.5625625625625625,1.0,0.08868886861649061
257,2.5725725725725725,1.0,0.09096657576795211
258,2.5825825825825826,1.0,0.09323859007513358
259,2.5925925925925926,1.0,0.09550492576689812
260,2.6026026026026026,1.0,0.09776559703659363
261,2.6126126126126126,1.0,0.10002061804214346
262,2.6226226226226226,1.0,0.10227000290613712
263,2.6326326326326326,1.0,0.1045137657159204
264,2.6426426426426426,1.0,0.10675192052368551
265,2.6526526526526526,1.0,0.10898448134656084
266,2.6626626626626626,1.0,0.11121146216670054
267,2.6726726726726726,1.0,0.11343287693137377
268,2.6826826826826826,1.0,0.11564873955305378
269,2.6926926926926926,1.0,0.11785906390950672
270,2.7027027027027026,1.0,0.12006386384388014
271,2.7127127127127126,1.0,0.12226315316479137
272,2.7227227227227226,1.0,0.1244569456464155
273,2.7327327327327327,1.0,0.12664525502857324
274,2.7427427427427427,1.0,0.12882809501681847
275,2.7527527527527527,1.0,0.1310054792825255
276,2.7627627627627627,1.0,0.13317742146289055
277,2.7727727727727727,1.0,0.13534393515777146
278,2.7827827827827827,1.0,0.13750503393312438
279,2.7927927927927927,1.0,0.13966073132187223
280,2.8028028028028027,1.0,0.14181104082268597
281,2.8128128128128127,1.0,0.14395597590001774
282,2.8228228228228227,1.0,0.14609554998413113
283,2.8328328328328327,1.0,0.1482297764711292
284,2.8428428428428427,1.0,0.1503586687229796
285,2.8528528528528527,1.0,0.15248224006753713
286,2.8628628628628627,1.0,0.15460050379968104
287,2.8728728728728727,1.0,0.15671347319126203
288,2.8828828828828827,1.0,0.1588211614766906
289,2.8928928928928928,1.0,0.1609235818555948
290,2.9029029029029028,1.0,0.16302074749510104
291,2.9129129129129128,1.0,0.16511267152999967
292,2.9229229229229228,1.0,0.16719936706291494
293,2.932932932932933,1.0,0.1692808471644794
294,2.942942942942943,1.0,0.17135712487351284
295,2.952952952952953,1.0,0.17342821319720556
296,2.962962962962963,1.0,0.17549412510931642
297,2.972972972972973,1.0,0.1775548735396813
298,2.982982982982983,1.0,0.17961047138493336
299,2.992992992992993,1.0,0.18166093152120455
300,3.003003003003003,-1.0,0.1822053249945155
301,3.013013013013013,-1.0,0.17925055191578196
302,3.023023023023023,-1.0,0.17630316391962578
303,3.033033033033033,-1.0,0.17336314254795374
304,3.043043043043043,-1.0,0.1704304693887083
305,3.053053053053053,-1.0,0.1675051260759329
306,3.063063063063063,-1.0,0.16458709428965634
307,3.073073073073073,-1.0,0.1616763557557513
308,3.083083083083083,-1.0,0.15877289224581534
309,3.093093093093093,-1.0,0.155876685576872
310,3.103103103103103,-1.0,0.15298771761126578
311,3.113113113113113,-1.0,0.15010597025675598
312,3.123123123123123,-1.0,0.14723142546627463
313,3.133133133133133,-1.0,0.14436406523779993
314,3.143143143143143,-1.0,0.1415038716143196
315,3.153153153153153,-1.0,0.1386508266840154
316,3.163163163163163,-1.0,0.13580491257965527
317,3.173173173173173,-1.0,0.13296611147862128
318,3.183183183183183,-1.0,0.13013440560282125
319,3.193193193193193,-1.0,0.12730977721857717
320,3.203203203203203,-1.0,0.124492208636638
321,3.2132132132132134,-1.0,0.12168168221195665
322,3.2232232232232234,-1.0,0.11887818034354701
323,3.2332332332332334,-1.0,0.11608168547440788
324,3.2432432432432434,-1.0,0.1132921800914112
325,3.2532532532532534,-1.0,0.11050964672521592
326,3.2632632632632634,-1.0,0.10773406795017539
327,3.2732732732732734,-1.0,0.1049654263841661
328,3.2832832832832834,-1.0,0.10220370468850305
329,3.2932932932932935,-1.0,0.09944888556782966
330,3.3033033033033035,-1.0,0.09670095177001975
331,3.3133133133133135,-1.0,0.09395988608609146
332,3.3233233233233235,-1.0,0.0912256713500803
333,3.3333333333333335,-1.0,0.08849829043890044
334,3.3433433433433435,-1.0,0.08577772627225777
335,3.3533533533533535,-1.0,0.08306396181255052
336,3.3633633633633635,-1.0,0.08035698006606526
337,3.3733733733733735,-1.0,0.0776567640813169
338,3.3833833833833835,-1.0,0.07496329694833552
339,3.3933933933933935,-1.0,0.07227656179940962
340,3.4034034034034035,-1.0,0.06959654180897802
341,3.4134134134134135,-1.0,0.06692322019352197
342,3.4234234234234235,-1.0,0.06425658021145762
343,3.4334334334334335,-1.0,0.061596605163028756
344,3.4434434434434436,-1.0,0.05894327839019968
345,3.4534534534534536,-1.0,0.056296583276548656
346,3.4634634634634636,-1.0,0.05365650324716133
347,3.4734734734734736,-1.0,0.05102302176852462
348,3.4834834834834836,-1.0,0.04839612234842086
349,3.4934934934934936,-1.0,0.045775788535822134
350,3.5035035035035036,-1.0,0.04316200392078499
351,3.5135135135135136,-1.0,0.04055475213434541
352,3.5235235235235236,-1.0,0.03795401684841404
353,3.5335335335335336,-1.0,0.03535978177567169
354,3.5435435435435436,-1.0,0.03277203066946516
355,3.5535535535535536,-1.0,0.030190747323703304
356,3.5635635635635636,-1.0,0.027615915572753412
357,3.5735735735735736,-1.0,0.025047519291337826
358,3.5835835835835836,-1.0,0.022485542394430888
359,3.5935935935935936,-1.0,0.01992996883715612
360,3.6036036036036037,-1.0,0.017380782614683746
361,3.6136136136136137,-1.0,0.014837967762128396
362,3.6236236236236237,-1.0,0.01230150835444721
363,3.6336336336336337,-1.0,0.00977138850633813
364,3.6436436436436437,-1.0,0.0072475923721385185
365,3.6536536536536537,-1.0,0.00473010414572405
366,3.6636636636636637,-1.0,0.002218908060407851
367,3.6736736736736737,-1.0,-0.00028601161116001764
368,3.6836836836836837,-1.0,-0.0027846705570928436
369,3.6936936936936937,-1.0,-0.005277084426367271
370,3.7037037037037037,-1.0,-0.0077632688289229895
371,3.7137137137137137,-1.0,-0.010243239335762173
372,3.7237237237237237,-1.0,-0.012717011479048631
373,3.7337337337337337,-1.0,-0.01518460075220667
374,3.7437437437437437,-1.0,-0.017646022609731256
375,3.7537537537537538,-1.0,-0.02010129246374841
376,3.7637637637637638,-1.0,-0.02255042568883921
377,3.7737737737737738,-1.0,-0.02499343762162331
378,3.7837837837837838,-1.0,-0.02743034355992292
379,3.793793793793794,-1.0,-0.029861158762802733
380,3.803803803803804,-1.0,-0.032285898450606955
381,3.813813813813814,-1.0,-0.03470457780499348
382,3.823823823823824,-1.0,-0.03711721196896529
383,3.833833833833834,-1.0,-0.03952381604689883
384,3.843843843843844,-1.0,-0.04192440510780258
385,3.853853853853854,-1.0,-0.0443189941926467
386,3.863863863863864,-1.0,-0.04670759829821159
387,3.873873873873874,-1.0,-0.04909023238351162
388,3.883883883883884,-1.0,-0.051466911370718293
389,3.893893893893894,-1.0,-0.05383765014534454
390,3.903903903903904,-1.0,-0.05620246355643375
391,3.913913913913914,-1.0,-0.05856136641675365
392,3.923923923923924,-1.0,-0.060914373502995015
393,3.933933933933934,-1.0,-0.06326149955597515
394,3.943943943943944,-1.0,-0.06560275927470427
395,3.953953953953954,-1.0,-0.06793816731049612
396,3.963963963963964,-1.0,-0.07026773828408771
397,3.973973973973974,-1.0,-0.07259148678886342
398,3.983983983983984,-1.0,-0.07490942737830703
399,3.993993993993994,-1.0,-0.07722157459356292
400,4.004004004004004,1.0,-0.07752691940730476
401,4.014014014014014,1.0,-0.07483377679852062
402,4.024024024024024,1.0,-0.07214736535993158
403,4.034034034034034,1.0,-0.0694676682677785
404,4.044044044044044,1.0,-0.06679466874048684
405,4.054054054054054,1.0,-0.06412835003830643
406,4.064064064064064,1.0,-0.061468695463221076
407,4.074074074074074,1.0,-0.058815688359351435
408,4.084084084084084,1.0,-0.05616931211207902
409,4.094094094094094,1.0,-0.05352955014827165
410,4.104104104104104,1.0,-0.05089638593665082
411,4.114114114114114,1.0,-0.04826980298676303
412,4.124124124124124,1.0,-0.04564978484952117
413,4.134134134134134,1.0,-0.043036315117351856
414,4.1441441441441444,1.0,-0.040429377422867535
415,4.1541541541541545,1.0,-0.03782895544028649
416,4.1641641641641645,1.0,-0.03523503288177598
417,4.1741741741741745,1.0,-0.032647593490707914
418,4.1841841841841845,1.0,-0.03006662106098562
419,4.1941941941941945,1.0,-0.027492099428510317
420,4.2042042042042045,1.0,-0.024924012469880658
421,4.2142142142142145,1.0,-0.022362344102286442
422,4.2242242242242245,1.0,-0.01980707828340228
423,4.2342342342342345,1.0,-0.01725819901128145
424,4.2442442442442445,1.0,-0.014715690324249513
425,4.2542542542542545,1.0,-0.01217953630079812
426,4.2642642642642645,1.0,-0.009649721059478665
427,4.2742742742742745,1.0,-0.007126228758796108
428,4.2842842842842845,1.0,-0.0046090435971026245
429,4.2942942942942945,1.0,-0.0020981498124913803
430,4.3043043043043046,1.0,0.00040646831730975497
431,4.314314314314315,1.0,0.0029048264750444787
432,4.324324324324325,1.0,0.005396940304034318
433,4.334334334334335,1.0,0.007882825408284898
434,4.344344344344345,1.0,0.010362497352592228
435,4.354354354354355,1.0,0.012835971662648962
436,4.364364364364365,1.0,0.015303263825150654
437,4.374374374374375,1.0,0.017764389287902062
438,4.384384384384385,1.0,0.02021936345992338
439,4.394394394394395,1.0,0.022668201711556542
440,4.404404404404405,1.0,0.025110919374571473
441,4.414414414414415,1.0,0.027547531742272355
442,4.424424424424425,1.0,0.02997805406960391
443,4.434434434434435,1.0,0.03240250157348604
444,4.444444444444445,1.0,0.034820889450042775
445,4.454454454454455,1.0,0.037233232853498575
446,4.464464464464465,1.0,0.039639546890421394
447,4.474474474474475,1.0,0.042039846629778894
448,4.484484484484485,1.0,0.044434147103049985
449,4.494494494494495,1.0,0.04682246330433632
450,4.504504504504505,1.0,0.04920481019047386
451,4.514514514514515,1.0,0.051581202681144356
452,4.524524524524525,1.0,0.053951655658986915
453,4.534534534534535,1.0,0.0563161839697095
454,4.544544544544545,1.0,0.058674802422200474
455,4.554554554554555,1.0,0.06102752578864009
456,4.564564564564565,1.0,0.06337436880461209
457,4.574574574574575,1.0,0.06571534616921511
458,4.584584584584585,1.0,0.06805047254517435
459,4.594594594594595,1.0,0.07037976255895302
460,4.604604604604605,1.0,0.07270323080086384
461,4.614614614614615,1.0,0.07502089182518062
462,4.624624624624625,1.0,0.07733276015024979
463,4.634634634634635,1.0,0.07963885025860186
464,4.644644644644645,1.0,0.08193917659706301
465,4.654654654654655,1.0,0.08423375357686662
466,4.664664664664665,1.0,0.08652259557376472
467,4.674674674674675,1.0,0.08880571692813963
468,4.684684684684685,1.0,0.09108313194511534
469,4.694694694694695,1.0,0.09335485489466921
470,4.704704704704705,1.0,0.09562090001174334
471,4.714714714714715,1.0,0.09788128148014916
472,4.724724724724725,1.0,0.10013601340462219
473,4.734734734734735,1.0,0.10238510990053806
474,4.744744744744745,1.0,0.10462858505256022
475,4.754754754754755,1.0,0.10686645291024413
476,4.764764764764765,1.0,0.10909872748813465
477,4.774774774774775,1.0,0.11132542276586307
478,4.784784784784785,1.0,0.11354655268824432
479,4.794794794794795,1.0,0.11576213116537407
480,4.804804804804805,1.0,0.11797217207272591
481,4.814814814814815,1.0,0.12017668925124858
482,4.824824824824825,1.0,0.12237569650746305
483,4.834834834834835,1.0,0.12456920761355969
484,4.844844844844845,1.0,0.1267572363074954
485,4.854854854854855,1.0,0.1289397962930909
486,4.864864864864865,1.0,0.13111690124012773
487,4.874874874874875,1.0,0.13328856478444545
488,4.884884884884885,1.0,0.13545480052803888
489,4.894894894894895,1.0,0.13761562203915512
490,4.904904904904905,1.0,0.1397710428523909
491,4.914914914914915,1.0,0.14192107646878951
492,4.924924924924925,1.0,0.14406573635593814
493,4.934934934934935,1.0,0.14620503594806497
494,4.944944944944945,1.0,0.1483389886461363
495,4.954954954954955,1.0,0.1504676078179537
496,4.964964964964965,1.0,0.15259090679825135
497,4.974974974974975,1.0,0.15470889888879288
498,4.984984984984985,1.0,0.15682159735803225
499,4.994994994994995,1.0,0.15892901541624294
500,5.005005005005005,-1.0,0.15853019911019983
501,5.015015015015015,-1.0,0.1556345990220808
502,5.025025025025025,-1.0,0.15274623612111213
503,5.035035035035035,-1.0,0.14986509231881773
504,5.045045045045045,-1.0,0.14699114957191953
505,5.055055055055055,-1.0,0.1441243898823198
506,5.065065065065065,-1.0,0.14126479529695235
507,5.075075075075075,-1.0,0.1384123479076539
508,5.085085085085085,-1.0,0.1355670298508744
509,5.095095095095095,-1.0,0.1327288233077162
510,5.105105105105105,-1.0,0.1298977105038169
511,5.115115115115115,-1.0,0.1270736737091925
512,5.125125125125125,-1.0,0.12425669523819602
513,5.135135135135135,-1.0,0.12144675744955497
514,5.145145145145145,-1.0,0.11864384274597402
515,5.155155155155155,-1.0,0.11584793357411907
516,5.165165165165165,-1.0,0.11305901242451147
517,5.175175175175175,-1.0,0.11027706183148563
518,5.185185185185185,-1.0,0.10750206437304088
519,5.195195195195195,-1.0,0.10473400267069218
520,5.205205205205205,-1.0,0.10197285938938488
521,5.215215215215215,-1.0,0.09921861723738955
522,5.225225225225225,-1.0,0.09647125896621905
523,5.235235235235235,-1.0,0.09373076737048434
524,5.245245245245245,-1.0,0.09099712528779241
525,5.255255255255255,-1.0,0.08827031559863989
526,5.265265265265265,-1.0,0.08555032122632195
527,5.275275275275275,-1.0,0.08283712513682501
528,5.285285285285285,-1.0,0.08013071033869974
529,5.295295295295295,-1.0,0.07743105988295738
530,5.305305305305305,-1.0,0.07473815686306294
531,5.315315315315315,-1.0,0.07205198441591995
532,5.325325325325325,-1.0,0.06937252571983298
533,5.335335335335335,-1.0,0.06669976399478939
534,5.345345345345345,-1.0,0.06403368250271141
535,5.355355355355355,-1.0,0.061374264547349275
536,5.365365365365365,-1.0,0.05872149347417441
537,5.375375375375375,-1.0,0.05607535267027315
538,5.385385385385385,-1.0,0.053435825564240605
539,5.395395395395395,-1.0,0.05080289562607468
540,5.405405405405405,-1.0,0.048176546367070736
541,5.415415415415415,-1.0,0.04555676133971606
542,5.425425425425425,-1.0,0.04294352413758501
543,5.435435435435435,-1.0,0.04033681839523423
544,5.445445445445445,-1.0,0.03773662778809812
545,5.455455455455455,-1.0,0.03514293603238475
546,5.465465465465465,-1.0,0.03255572688497184
547,5.475475475475475,-1.0,0.029974984143303237
548,5.485485485485485,-1.0,0.027400691645285444
549,5.495495495495495,-1.0,0.024832833269184642
550,5.505505505505505,-1.0,0.022271392933523763
551,5.515515515515515,-1.0,0.019716354596980092
552,5.525525525525525,-1.0,0.01716770225828287
553,5.535535535535535,-1.0,0.014625419956111451
554,5.545545545545545,-1.0,0.012089491768993498
555,5.555555555555555,-1.0,0.009559901815203598
556,5.565565565565565,-1.0,0.0070366342526621065
557,5.575575575575575,-1.0,0.004519673278834284
558,5.585585585585585,-1.0,0.002009003130629669
559,5.595595595595595,-1.0,-0.0004953919156982199
560,5.605605605605605,-1.0,-0.0029935275446519305
561,5.615615615615615,-1.0,-0.00548541940158986
562,5.625625625625625,-1.0,-0.007971083092825735
563,5.635635635635635,-1.0,-0.010450534185727839
564,5.645645645645645,-1.0,-0.012923788208817944
565,5.655655655655655,-1.0,-0.015390860651869981
566,5.665665665665665,-1.0,-0.017851766966008424
567,5.675675675675675,-1.0,-0.02030652256380641
568,5.685685685685685,-1.0,-0.022755142819383557
569,5.6956956956956954,-1.0,-0.025197643066914566
570,5.7057057057057055,-1.0,-0.027634038600274507
571,5.7157157157157155,-1.0,-0.03006434467665644
572,5.7257257257257255,-1.0,-0.032488576514787454
573,5.7357357357357355,-1.0,-0.03490674929494918
